['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']

0.0 , 4422.05128205 , 4608.20512821 , 4465.12820513 , 4207.17948718 , 4572.82051282 , 4580.0 , 4554.35897436 , 4287.17948718 , 4019.48717949 , 3866.15384615 , 4242.05128205 , 4198.46153846 , 4495.38461538 , 4493.33333333 , 1720.0 , 1692.0 , 11.994 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 4421.53846154 , 4612.82051282 , 4465.12820513 , 4208.20512821 , 4574.35897436 , 4582.05128205 , 4552.30769231 , 4285.64102564 , 4020.0 , 3865.12820513 , 4240.0 , 4198.97435897 , 4496.41025641 , 4495.8974359 , 1719.0 , 1693.0 , 12.002 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 4421.02564103 , 4613.33333333 , 4464.1025641 , 4208.20512821 , 4572.82051282 , 4580.0 , 4550.76923077 , 4282.05128205 , 4016.92307692 , 3864.61538462 , 4239.48717949 , 4195.8974359 , 4496.92307692 , 4495.38461538 , 1720.0 , 1692.0 , 12.009 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 4420.0 , 4610.76923077 , 4464.1025641 , 4209.74358974 , 4572.30769231 , 4578.46153846 , 4552.30769231 , 4281.53846154 , 4013.33333333 , 3866.66666667 , 4242.05128205 , 4193.84615385 , 4495.38461538 , 4494.87179487 , 1720.0 , 1693.0 , 12.017 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 4419.48717949 , 4611.28205128 , 4464.61538462 , 4210.25641026 , 4573.84615385 , 4578.97435897 , 4552.30769231 , 4281.02564103 , 4009.74358974 , 3867.69230769 , 4239.48717949 , 4191.79487179 , 4492.82051282 , 4493.84615385 , 1720.0 , 1692.0 , 12.025 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 4420.51282051 , 4612.30769231 , 4464.1025641 , 4208.71794872 , 4574.35897436 , 4577.43589744 , 4551.79487179 , 4277.94871795 , 4008.20512821 , 3864.1025641 , 4234.87179487 , 4188.71794872 , 4493.33333333 , 4492.82051282 , 1719.0 , 1693.0 , 12.033 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 4422.05128205 , 4611.79487179 , 4463.07692308 , 4207.69230769 , 4573.84615385 , 4577.43589744 , 4553.84615385 , 4274.35897436 , 4010.76923077 , 3863.07692308 , 4235.38461538 , 4189.74358974 , 4492.82051282 , 4492.30769231 , 1721.0 , 1693.0 , 12.041 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 4422.05128205 , 4611.79487179 , 4464.1025641 , 4208.71794872 , 4571.79487179 , 4579.48717949 , 4553.33333333 , 4278.46153846 , 4016.41025641 , 3868.20512821 , 4238.46153846 , 4191.79487179 , 4493.84615385 , 4493.84615385 , 1719.0 , 1692.0 , 12.048 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 4422.05128205 , 4613.33333333 , 4465.12820513 , 4210.25641026 , 4571.79487179 , 4579.48717949 , 4551.79487179 , 4282.05128205 , 4017.94871795 , 3868.71794872 , 4239.48717949 , 4191.79487179 , 4496.92307692 , 4493.33333333 , 1720.0 , 1693.0 , 12.056 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 4422.05128205 , 4612.82051282 , 4465.64102564 , 4208.71794872 , 4574.35897436 , 4578.97435897 , 4552.82051282 , 4285.12820513 , 4019.48717949 , 3868.71794872 , 4242.56410256 , 4197.43589744 , 4497.43589744 , 4494.35897436 , 1720.0 , 1692.0 , 12.064 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 4420.0 , 4611.28205128 , 4465.12820513 , 4206.15384615 , 4574.35897436 , 4581.02564103 , 4553.33333333 , 4282.05128205 , 4020.51282051 , 3870.25641026 , 4242.05128205 , 4197.43589744 , 4494.35897436 , 4495.8974359 , 1719.0 , 1693.0 , 12.072 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 4421.02564103 , 4609.23076923 , 4466.66666667 , 4206.66666667 , 4574.35897436 , 4580.0 , 4552.82051282 , 4285.64102564 , 4026.15384615 , 3873.33333333 , 4244.61538462 , 4197.43589744 , 4497.94871795 , 4498.46153846 , 1720.0 , 1692.0 , 12.08 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 4421.02564103 , 4609.74358974 , 4466.15384615 , 4208.20512821 , 4574.35897436 , 4578.97435897 , 4552.82051282 , 4286.66666667 , 4023.07692308 , 3870.25641026 , 4242.56410256 , 4196.41025641 , 4496.92307692 , 4495.8974359 , 1719.0 , 1693.0 , 12.088 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 4418.46153846 , 4611.79487179 , 4465.64102564 , 4207.69230769 , 4574.35897436 , 4580.0 , 4552.30769231 , 4292.30769231 , 4024.1025641 , 3870.25641026 , 4245.64102564 , 4201.02564103 , 4498.97435897 , 4500.51282051 , 1720.0 , 1693.0 , 12.095 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 4418.97435897 , 4612.30769231 , 4465.12820513 , 4207.69230769 , 4575.38461538 , 4580.0 , 4551.79487179 , 4294.87179487 , 4025.64102564 , 3870.25641026 , 4247.69230769 , 4201.02564103 , 4501.02564103 , 4504.1025641 , 1720.0 , 1693.0 , 12.103 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 4422.05128205 , 4610.25641026 , 4464.1025641 , 4209.74358974 , 4573.33333333 , 4580.0 , 4551.79487179 , 4292.30769231 , 4022.56410256 , 3869.74358974 , 4244.61538462 , 4199.48717949 , 4500.0 , 4501.53846154 , 1720.0 , 1692.0 , 12.111 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 4422.05128205 , 4611.28205128 , 4462.05128205 , 4209.23076923 , 4573.33333333 , 4581.02564103 , 4551.79487179 , 4288.71794872 , 4016.92307692 , 3868.20512821 , 4240.0 , 4196.92307692 , 4498.46153846 , 4495.8974359 , 1719.0 , 1692.0 , 12.119 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 4421.53846154 , 4612.30769231 , 4464.61538462 , 4207.17948718 , 4575.8974359 , 4581.53846154 , 4551.28205128 , 4285.64102564 , 4017.43589744 , 3868.71794872 , 4241.02564103 , 4193.84615385 , 4497.94871795 , 4494.35897436 , 1721.0 , 1693.0 , 12.127 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 4424.1025641 , 4611.79487179 , 4466.66666667 , 4207.69230769 , 4573.84615385 , 4581.53846154 , 4551.79487179 , 4287.17948718 , 4023.07692308 , 3868.20512821 , 4242.05128205 , 4193.33333333 , 4498.46153846 , 4494.87179487 , 1720.0 , 1692.0 , 12.134 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 4423.58974359 , 4612.82051282 , 4465.64102564 , 4208.20512821 , 4570.76923077 , 4580.0 , 4552.30769231 , 4284.61538462 , 4020.0 , 3865.12820513 , 4240.0 , 4191.79487179 , 4496.92307692 , 4494.35897436 , 1720.0 , 1694.0 , 12.142 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 4422.05128205 , 4613.33333333 , 4463.58974359 , 4208.20512821 , 4571.79487179 , 4581.02564103 , 4553.33333333 , 4281.02564103 , 4013.84615385 , 3865.64102564 , 4241.53846154 , 4190.76923077 , 4493.33333333 , 4492.30769231 , 1720.0 , 1692.0 , 12.15 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 4422.56410256 , 4612.82051282 , 4463.58974359 , 4208.20512821 , 4572.30769231 , 4581.02564103 , 4553.33333333 , 4276.92307692 , 4011.79487179 , 3865.12820513 , 4240.51282051 , 4191.28205128 , 4490.25641026 , 4489.74358974 , 1719.0 , 1693.0 , 12.158 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 4421.53846154 , 4612.30769231 , 4464.61538462 , 4206.15384615 , 4572.30769231 , 4578.46153846 , 4552.30769231 , 4273.84615385 , 4011.79487179 , 3862.56410256 , 4236.92307692 , 4192.30769231 , 4491.79487179 , 4491.28205128 , 1720.0 , 1692.0 , 12.166 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 4419.48717949 , 4611.79487179 , 4463.58974359 , 4204.61538462 , 4573.84615385 , 4578.97435897 , 4552.82051282 , 4274.35897436 , 4012.30769231 , 3864.61538462 , 4236.41025641 , 4191.79487179 , 4492.30769231 , 4493.84615385 , 1720.0 , 1692.0 , 12.174 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 4421.53846154 , 4611.28205128 , 4464.1025641 , 4206.66666667 , 4573.84615385 , 4581.53846154 , 4553.33333333 , 4278.97435897 , 4016.92307692 , 3867.69230769 , 4239.48717949 , 4193.33333333 , 4492.82051282 , 4495.8974359 , 1720.0 , 1692.0 , 12.181 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 4423.07692308 , 4612.82051282 , 4466.15384615 , 4208.20512821 , 4573.33333333 , 4580.0 , 4551.79487179 , 4279.48717949 , 4017.43589744 , 3865.64102564 , 4241.02564103 , 4195.38461538 , 4494.35897436 , 4496.41025641 , 1719.0 , 1693.0 , 12.189 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 4421.02564103 , 4611.79487179 , 4468.20512821 , 4208.71794872 , 4574.35897436 , 4577.94871795 , 4552.30769231 , 4282.05128205 , 4018.97435897 , 3869.74358974 , 4241.53846154 , 4198.97435897 , 4497.94871795 , 4497.94871795 , 1720.0 , 1693.0 , 12.197 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 4420.51282051 , 4610.25641026 , 4466.66666667 , 4209.74358974 , 4573.84615385 , 4580.0 , 4553.33333333 , 4282.56410256 , 4018.97435897 , 3872.30769231 , 4240.0 , 4195.38461538 , 4497.43589744 , 4495.38461538 , 1720.0 , 1692.0 , 12.205 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 4423.58974359 , 4610.76923077 , 4467.69230769 , 4208.71794872 , 4573.33333333 , 4580.51282051 , 4552.30769231 , 4289.23076923 , 4023.58974359 , 3873.33333333 , 4244.61538462 , 4198.97435897 , 4498.97435897 , 4498.46153846 , 1720.0 , 1692.0 , 12.213 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 4424.1025641 , 4612.82051282 , 4469.23076923 , 4207.17948718 , 4574.35897436 , 4581.02564103 , 4553.84615385 , 4291.28205128 , 4022.56410256 , 3870.25641026 , 4246.66666667 , 4201.02564103 , 4498.97435897 , 4500.51282051 , 1720.0 , 1692.0 , 12.22 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 4422.56410256 , 4612.82051282 , 4467.69230769 , 4208.20512821 , 4573.84615385 , 4581.02564103 , 4555.38461538 , 4293.84615385 , 4024.1025641 , 3871.28205128 , 4249.74358974 , 4204.1025641 , 4502.56410256 , 4501.53846154 , 1720.0 , 1692.0 , 12.228 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 4420.51282051 , 4611.28205128 , 4465.64102564 , 4209.74358974 , 4572.82051282 , 4577.43589744 , 4553.33333333 , 4292.30769231 , 4022.56410256 , 3871.28205128 , 4245.64102564 , 4203.58974359 , 4500.0 , 4500.0 , 1720.0 , 1693.0 , 12.236 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 4419.48717949 , 4610.76923077 , 4466.15384615 , 4209.74358974 , 4572.82051282 , 4576.92307692 , 4550.76923077 , 4288.20512821 , 4021.02564103 , 3869.23076923 , 4238.97435897 , 4201.02564103 , 4494.87179487 , 4496.92307692 , 1721.0 , 1692.0 , 12.244 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 4421.53846154 , 4612.30769231 , 4466.15384615 , 4208.71794872 , 4574.35897436 , 4580.0 , 4553.33333333 , 4287.17948718 , 4023.58974359 , 3867.69230769 , 4239.48717949 , 4198.46153846 , 4494.35897436 , 4494.35897436 , 1719.0 , 1693.0 , 12.252 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 4423.58974359 , 4611.28205128 , 4463.58974359 , 4207.69230769 , 4574.35897436 , 4580.51282051 , 4554.35897436 , 4284.61538462 , 4022.05128205 , 3867.69230769 , 4242.05128205 , 4195.38461538 , 4494.87179487 , 4494.87179487 , 1720.0 , 1692.0 , 12.26 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 4422.05128205 , 4610.76923077 , 4462.56410256 , 4208.20512821 , 4572.82051282 , 4580.0 , 4553.84615385 , 4282.05128205 , 4017.43589744 , 3868.20512821 , 4240.0 , 4193.84615385 , 4491.79487179 , 4494.87179487 , 1719.0 , 1692.0 , 12.266 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 4418.97435897 , 4611.79487179 , 4465.64102564 , 4208.20512821 , 4572.82051282 , 4580.51282051 , 4553.33333333 , 4280.51282051 , 4013.84615385 , 3866.15384615 , 4237.43589744 , 4193.33333333 , 4490.25641026 , 4492.82051282 , 1720.0 , 1692.0 , 12.274 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 4421.02564103 , 4612.82051282 , 4466.15384615 , 4208.20512821 , 4574.87179487 , 4581.02564103 , 4552.30769231 , 4282.05128205 , 4013.33333333 , 3865.64102564 , 4237.94871795 , 4192.30769231 , 4491.28205128 , 4492.30769231 , 1719.0 , 1693.0 , 12.283 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 4424.61538462 , 4612.30769231 , 4464.1025641 , 4207.69230769 , 4575.38461538 , 4581.53846154 , 4552.82051282 , 4276.92307692 , 4012.30769231 , 3865.64102564 , 4236.92307692 , 4188.71794872 , 4490.25641026 , 4491.79487179 , 1720.0 , 1694.0 , 12.291 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 4422.05128205 , 4611.79487179 , 4464.61538462 , 4207.17948718 , 4573.84615385 , 4580.0 , 4553.84615385 , 4275.38461538 , 4012.30769231 , 3865.12820513 , 4237.94871795 , 4188.20512821 , 4490.25641026 , 4491.28205128 , 1720.0 , 1692.0 , 12.299 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 4419.48717949 , 4612.82051282 , 4465.64102564 , 4207.17948718 , 4573.84615385 , 4580.0 , 4552.30769231 , 4280.0 , 4013.84615385 , 3865.12820513 , 4238.97435897 , 4190.25641026 , 4491.28205128 , 4493.33333333 , 1719.0 , 1693.0 , 12.305 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 4421.53846154 , 4612.30769231 , 4465.64102564 , 4208.71794872 , 4572.82051282 , 4582.56410256 , 4552.30769231 , 4283.58974359 , 4018.46153846 , 3867.69230769 , 4240.51282051 , 4194.35897436 , 4494.35897436 , 4496.92307692 , 1720.0 , 1692.0 , 12.314 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 4421.02564103 , 4610.76923077 , 4463.58974359 , 4209.23076923 , 4570.25641026 , 4581.02564103 , 4554.87179487 , 4278.97435897 , 4019.48717949 , 3868.20512821 , 4242.05128205 , 4195.38461538 , 4495.38461538 , 4495.8974359 , 1720.0 , 1692.0 , 12.322 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4420.0 , 4610.76923077 , 4465.64102564 , 4208.20512821 , 4572.82051282 , 4578.46153846 , 4553.84615385 , 4282.56410256 , 4023.07692308 , 3870.25641026 , 4246.66666667 , 4198.97435897 , 4498.97435897 , 4498.46153846 , 1720.0 , 1692.0 , 12.329 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4423.07692308 , 4612.30769231 , 4466.66666667 , 4208.20512821 , 4576.92307692 , 4580.0 , 4551.79487179 , 4286.66666667 , 4020.0 , 3868.71794872 , 4243.58974359 , 4196.41025641 , 4498.46153846 , 4498.97435897 , 1720.0 , 1692.0 , 12.337 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 4425.12820513 , 4612.30769231 , 4465.64102564 , 4209.23076923 , 4574.87179487 , 4582.56410256 , 4553.33333333 , 4291.79487179 , 4022.56410256 , 3871.79487179 , 4244.61538462 , 4200.51282051 , 4502.05128205 , 4500.51282051 , 1720.0 , 1692.0 , 12.345 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 4421.53846154 , 4612.82051282 , 4464.61538462 , 4209.74358974 , 4573.33333333 , 4581.53846154 , 4553.33333333 , 4293.84615385 , 4023.07692308 , 3871.79487179 , 4248.20512821 , 4203.07692308 , 4502.05128205 , 4500.51282051 , 1720.0 , 1692.0 , 12.352 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 4420.0 , 4611.79487179 , 4466.15384615 , 4209.23076923 , 4573.84615385 , 4578.97435897 , 4551.28205128 , 4293.33333333 , 4023.07692308 , 3869.74358974 , 4248.20512821 , 4201.53846154 , 4498.46153846 , 4500.0 , 1720.0 , 1693.0 , 12.36 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 4422.05128205 , 4610.76923077 , 4466.66666667 , 4208.71794872 , 4572.30769231 , 4578.46153846 , 4552.30769231 , 4288.20512821 , 4019.48717949 , 3868.20512821 , 4241.53846154 , 4196.92307692 , 4495.38461538 , 4496.92307692 , 1719.0 , 1692.0 , 12.368 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 4421.53846154 , 4610.76923077 , 4465.12820513 , 4206.66666667 , 4571.28205128 , 4578.97435897 , 4553.33333333 , 4283.58974359 , 4016.92307692 , 3867.17948718 , 4240.0 , 4195.38461538 , 4494.35897436 , 4494.87179487 , 1720.0 , 1693.0 , 12.376 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 4421.53846154 , 4611.28205128 , 4465.12820513 , 4206.15384615 , 4573.33333333 , 4579.48717949 , 4552.82051282 , 4283.58974359 , 4018.46153846 , 3867.17948718 , 4243.58974359 , 4196.41025641 , 4495.38461538 , 4496.41025641 , 1720.0 , 1691.0 , 12.384 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 4421.53846154 , 4610.76923077 , 4468.71794872 , 4206.66666667 , 4573.84615385 , 4581.02564103 , 4551.79487179 , 4282.56410256 , 4016.92307692 , 3866.66666667 , 4242.05128205 , 4193.84615385 , 4496.41025641 , 4496.41025641 , 1719.0 , 1693.0 , 12.391 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 4421.53846154 , 4610.76923077 , 4468.20512821 , 4205.12820513 , 4572.30769231 , 4581.53846154 , 4553.84615385 , 4282.05128205 , 4014.35897436 , 3866.15384615 , 4236.92307692 , 4193.33333333 , 4495.8974359 , 4494.87179487 , 1721.0 , 1692.0 , 12.399 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 4420.51282051 , 4610.25641026 , 4464.61538462 , 4206.66666667 , 4572.82051282 , 4578.46153846 , 4553.33333333 , 4281.02564103 , 4014.35897436 , 3865.64102564 , 4235.38461538 , 4193.33333333 , 4491.28205128 , 4490.25641026 , 1719.0 , 1692.0 , 12.407 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 4421.02564103 , 4611.28205128 , 4465.64102564 , 4208.71794872 , 4574.35897436 , 4577.94871795 , 4551.79487179 , 4276.92307692 , 4013.84615385 , 3865.12820513 , 4236.41025641 , 4190.76923077 , 4488.20512821 , 4489.23076923 , 1720.0 , 1693.0 , 12.415 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 4421.02564103 , 4611.79487179 , 4466.66666667 , 4207.17948718 , 4573.33333333 , 4580.51282051 , 4553.33333333 , 4272.82051282 , 4009.23076923 , 3863.07692308 , 4235.8974359 , 4189.23076923 , 4489.74358974 , 4493.33333333 , 1720.0 , 1692.0 , 12.423 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 4420.51282051 , 4610.25641026 , 4465.12820513 , 4207.69230769 , 4573.84615385 , 4580.51282051 , 4553.33333333 , 4277.43589744 , 4011.79487179 , 3865.12820513 , 4238.97435897 , 4192.82051282 , 4492.82051282 , 4492.30769231 , 1720.0 , 1693.0 , 12.431 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 4420.51282051 , 4611.28205128 , 4464.61538462 , 4210.76923077 , 4574.87179487 , 4580.0 , 4552.30769231 , 4280.0 , 4017.43589744 , 3868.71794872 , 4240.51282051 , 4193.33333333 , 4492.30769231 , 4488.71794872 , 1720.0 , 1693.0 , 12.438 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 4422.56410256 , 4612.82051282 , 4465.12820513 , 4209.74358974 , 4574.35897436 , 4581.53846154 , 4552.30769231 , 4281.53846154 , 4018.97435897 , 3870.25641026 , 4241.53846154 , 4195.8974359 , 4494.87179487 , 4494.87179487 , 1720.0 , 1693.0 , 12.446 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 4423.58974359 , 4612.82051282 , 4464.1025641 , 4206.66666667 , 4574.87179487 , 4582.05128205 , 4553.84615385 , 4280.51282051 , 4016.41025641 , 3866.66666667 , 4241.02564103 , 4195.8974359 , 4495.38461538 , 4497.43589744 , 1720.0 , 1692.0 , 12.455 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 4423.58974359 , 4611.79487179 , 4465.64102564 , 4207.69230769 , 4573.33333333 , 4581.02564103 , 4553.33333333 , 4287.17948718 , 4022.05128205 , 3870.76923077 , 4246.66666667 , 4199.48717949 , 4499.48717949 , 4497.43589744 , 1720.0 , 1693.0 , 12.463 , 0.0 , 0.0 , 0.0 , 0.0 , 

61.0 , 4423.07692308 , 4612.30769231 , 4464.61538462 , 4207.69230769 , 4570.25641026 , 4581.53846154 , 4551.79487179 , 4290.25641026 , 4023.07692308 , 3872.30769231 , 4247.69230769 , 4200.51282051 , 4500.0 , 4499.48717949 , 1720.0 , 1692.0 , 12.47 , 0.0 , 0.0 , 0.0 , 0.0 , 

62.0 , 4421.53846154 , 4614.35897436 , 4464.1025641 , 4206.66666667 , 4570.76923077 , 4581.02564103 , 4552.82051282 , 4294.35897436 , 4024.61538462 , 3873.33333333 , 4247.69230769 , 4202.56410256 , 4501.02564103 , 4504.1025641 , 1719.0 , 1693.0 , 12.478 , 0.0 , 0.0 , 0.0 , 0.0 , 

63.0 , 4420.51282051 , 4612.82051282 , 4466.66666667 , 4206.66666667 , 4571.28205128 , 4580.51282051 , 4553.84615385 , 4292.82051282 , 4023.07692308 , 3871.28205128 , 4247.69230769 , 4201.02564103 , 4498.46153846 , 4501.02564103 , 1721.0 , 1692.0 , 12.485 , 0.0 , 0.0 , 0.0 , 0.0 , 

64.0 , 4424.61538462 , 4609.74358974 , 4467.17948718 , 4206.66666667 , 4570.76923077 , 4580.0 , 4553.84615385 , 4289.74358974 , 4022.05128205 , 3868.71794872 , 4247.17948718 , 4201.02564103 , 4498.97435897 , 4496.41025641 , 1719.0 , 1692.0 , 12.494 , 0.0 , 0.0 , 0.0 , 0.0 , 

65.0 , 4424.61538462 , 4612.30769231 , 4464.1025641 , 4207.69230769 , 4573.33333333 , 4578.46153846 , 4553.84615385 , 4290.25641026 , 4021.02564103 , 3865.64102564 , 4243.07692308 , 4199.48717949 , 4500.0 , 4496.41025641 , 1720.0 , 1693.0 , 12.502 , 0.0 , 0.0 , 0.0 , 0.0 , 

66.0 , 4418.97435897 , 4616.41025641 , 4466.15384615 , 4208.20512821 , 4574.35897436 , 4577.94871795 , 4552.82051282 , 4286.15384615 , 4021.02564103 , 3864.61538462 , 4242.05128205 , 4194.87179487 , 4495.8974359 , 4496.41025641 , 1720.0 , 1692.0 , 12.509 , 0.0 , 0.0 , 0.0 , 0.0 , 

67.0 , 4420.51282051 , 4613.84615385 , 4468.20512821 , 4208.71794872 , 4572.30769231 , 4580.0 , 4550.76923077 , 4283.07692308 , 4020.51282051 , 3867.17948718 , 4242.56410256 , 4192.82051282 , 4494.35897436 , 4495.38461538 , 1720.0 , 1693.0 , 12.517 , 0.0 , 0.0 , 0.0 , 0.0 , 

68.0 , 4423.58974359 , 4609.23076923 , 4465.12820513 , 4208.20512821 , 4572.82051282 , 4578.46153846 , 4551.79487179 , 4281.53846154 , 4017.43589744 , 3868.71794872 , 4238.97435897 , 4192.30769231 , 4494.35897436 , 4495.8974359 , 1720.0 , 1692.0 , 12.524 , 0.0 , 0.0 , 0.0 , 0.0 , 

69.0 , 4421.53846154 , 4610.76923077 , 4463.07692308 , 4207.17948718 , 4572.30769231 , 4575.38461538 , 4554.87179487 , 4277.43589744 , 4012.30769231 , 3865.12820513 , 4237.43589744 , 4192.82051282 , 4491.79487179 , 4495.8974359 , 1720.0 , 1693.0 , 12.532 , 0.0 , 0.0 , 0.0 , 0.0 , 

70.0 , 4419.48717949 , 4612.30769231 , 4463.58974359 , 4206.15384615 , 4571.79487179 , 4578.46153846 , 4553.84615385 , 4272.30769231 , 4010.76923077 , 3861.02564103 , 4236.92307692 , 4192.82051282 , 4488.71794872 , 4490.25641026 , 1719.0 , 1692.0 , 12.541 , 0.0 , 0.0 , 0.0 , 0.0 , 

71.0 , 4421.53846154 , 4611.28205128 , 4464.61538462 , 4206.15384615 , 4573.33333333 , 4583.58974359 , 4552.30769231 , 4276.92307692 , 4014.87179487 , 3862.05128205 , 4233.84615385 , 4192.30769231 , 4490.25641026 , 4490.25641026 , 1720.0 , 1693.0 , 12.549 , 0.0 , 0.0 , 0.0 , 0.0 , 

72.0 , 4421.02564103 , 4611.28205128 , 4465.12820513 , 4207.69230769 , 4572.30769231 , 4582.05128205 , 4552.82051282 , 4280.51282051 , 4013.84615385 , 3864.61538462 , 4234.35897436 , 4192.82051282 , 4492.82051282 , 4494.87179487 , 1721.0 , 1692.0 , 12.557 , 0.0 , 0.0 , 0.0 , 0.0 , 

73.0 , 4420.0 , 4612.82051282 , 4467.17948718 , 4208.20512821 , 4573.33333333 , 4577.43589744 , 4552.82051282 , 4279.48717949 , 4015.38461538 , 3866.15384615 , 4241.02564103 , 4196.41025641 , 4494.87179487 , 4495.38461538 , 1719.0 , 1693.0 , 12.564 , 0.0 , 0.0 , 0.0 , 0.0 , 

74.0 , 4421.02564103 , 4613.33333333 , 4465.64102564 , 4206.15384615 , 4574.35897436 , 4577.43589744 , 4551.79487179 , 4278.97435897 , 4018.46153846 , 3866.15384615 , 4242.05128205 , 4195.38461538 , 4495.8974359 , 4492.30769231 , 1720.0 , 1692.0 , 12.572 , 0.0 , 0.0 , 0.0 , 0.0 , 

75.0 , 4420.51282051 , 4612.30769231 , 4466.15384615 , 4206.66666667 , 4575.38461538 , 4580.0 , 4552.30769231 , 4285.12820513 , 4021.53846154 , 3870.25641026 , 4244.1025641 , 4198.46153846 , 4498.46153846 , 4497.43589744 , 1719.0 , 1692.0 , 12.58 , 0.0 , 0.0 , 0.0 , 0.0 , 

76.0 , 4419.48717949 , 4612.82051282 , 4467.17948718 , 4208.20512821 , 4575.8974359 , 4580.0 , 4552.82051282 , 4284.61538462 , 4017.94871795 , 3869.23076923 , 4242.05128205 , 4198.46153846 , 4494.35897436 , 4498.46153846 , 1720.0 , 1693.0 , 12.588 , 0.0 , 0.0 , 0.0 , 0.0 , 

77.0 , 4420.51282051 , 4610.25641026 , 4467.69230769 , 4207.69230769 , 4574.87179487 , 4577.43589744 , 4552.30769231 , 4288.71794872 , 4025.64102564 , 3869.23076923 , 4243.58974359 , 4201.53846154 , 4495.38461538 , 4500.0 , 1719.0 , 1692.0 , 12.596 , 0.0 , 0.0 , 0.0 , 0.0 , 

