['COUNTER', 'AF3', 'F7', 'F3', 'FC5', 'T7', 'P7', 'O1', 'O2', 'P8', 'T8', 'FC6', 'F4', 'F8', 'AF4', 'GYROX', 'GYROY', 'TIMESTAMP', 'FUNC_ID', 'FUNC_VALUE', 'MARKER', 'SYNC_SIGNAL']

116.0 , 4421.53846154 , 4610.76923077 , 4463.58974359 , 4206.66666667 , 4573.33333333 , 4579.48717949 , 4552.30769231 , 4276.41025641 , 4011.28205128 , 3866.15384615 , 4237.94871795 , 4190.76923077 , 4487.69230769 , 4489.23076923 , 1720.0 , 1692.0 , 9.875 , 0.0 , 0.0 , 0.0 , 0.0 , 

117.0 , 4421.02564103 , 4609.23076923 , 4466.66666667 , 4207.69230769 , 4575.38461538 , 4577.43589744 , 4551.28205128 , 4273.33333333 , 4011.28205128 , 3865.12820513 , 4235.38461538 , 4191.28205128 , 4486.15384615 , 4491.79487179 , 1719.0 , 1693.0 , 9.882 , 0.0 , 0.0 , 0.0 , 0.0 , 

118.0 , 4422.05128205 , 4609.74358974 , 4466.15384615 , 4208.20512821 , 4575.8974359 , 4581.02564103 , 4552.30769231 , 4274.87179487 , 4011.79487179 , 3864.1025641 , 4236.41025641 , 4192.30769231 , 4489.74358974 , 4491.28205128 , 1721.0 , 1693.0 , 9.89 , 0.0 , 0.0 , 0.0 , 0.0 , 

119.0 , 4422.56410256 , 4611.79487179 , 4465.12820513 , 4207.17948718 , 4571.79487179 , 4580.51282051 , 4552.82051282 , 4281.02564103 , 4015.38461538 , 3867.69230769 , 4239.48717949 , 4191.28205128 , 4493.84615385 , 4492.30769231 , 1719.0 , 1691.0 , 9.898 , 0.0 , 0.0 , 0.0 , 0.0 , 

120.0 , 4421.02564103 , 4611.79487179 , 4466.15384615 , 4207.17948718 , 4571.28205128 , 4577.43589744 , 4552.82051282 , 4284.1025641 , 4018.46153846 , 3867.69230769 , 4241.53846154 , 4192.30769231 , 4494.35897436 , 4495.38461538 , 1720.0 , 1693.0 , 9.906 , 0.0 , 0.0 , 0.0 , 0.0 , 

121.0 , 4421.53846154 , 4611.28205128 , 4467.69230769 , 4209.23076923 , 4574.35897436 , 4578.46153846 , 4553.33333333 , 4286.66666667 , 4022.05128205 , 3868.71794872 , 4245.64102564 , 4200.0 , 4496.92307692 , 4499.48717949 , 1720.0 , 1692.0 , 9.914 , 0.0 , 0.0 , 0.0 , 0.0 , 

122.0 , 4424.61538462 , 4611.79487179 , 4467.17948718 , 4208.20512821 , 4572.30769231 , 4578.97435897 , 4553.33333333 , 4284.61538462 , 4020.51282051 , 3868.71794872 , 4244.61538462 , 4198.97435897 , 4497.43589744 , 4498.97435897 , 1720.0 , 1692.0 , 9.921 , 0.0 , 0.0 , 0.0 , 0.0 , 

123.0 , 4425.64102564 , 4612.30769231 , 4467.69230769 , 4208.20512821 , 4570.76923077 , 4576.41025641 , 4551.79487179 , 4290.25641026 , 4024.1025641 , 3871.79487179 , 4244.1025641 , 4197.43589744 , 4501.02564103 , 4499.48717949 , 1720.0 , 1692.0 , 9.929 , 0.0 , 0.0 , 0.0 , 0.0 , 

124.0 , 4421.02564103 , 4611.79487179 , 4466.15384615 , 4209.74358974 , 4575.38461538 , 4577.94871795 , 4553.33333333 , 4291.79487179 , 4023.58974359 , 3871.28205128 , 4243.07692308 , 4196.92307692 , 4499.48717949 , 4497.43589744 , 1720.0 , 1693.0 , 9.937 , 0.0 , 0.0 , 0.0 , 0.0 , 

125.0 , 4419.48717949 , 4610.76923077 , 4465.64102564 , 4208.20512821 , 4577.43589744 , 4580.51282051 , 4554.35897436 , 4291.28205128 , 4025.64102564 , 3871.79487179 , 4247.17948718 , 4202.05128205 , 4501.02564103 , 4497.94871795 , 1720.0 , 1692.0 , 9.945 , 0.0 , 0.0 , 0.0 , 0.0 , 

126.0 , 4423.07692308 , 4612.30769231 , 4466.15384615 , 4206.66666667 , 4574.35897436 , 4580.51282051 , 4552.30769231 , 4290.76923077 , 4024.1025641 , 3869.74358974 , 4244.61538462 , 4201.53846154 , 4503.07692308 , 4495.38461538 , 1719.0 , 1693.0 , 9.952 , 0.0 , 0.0 , 0.0 , 0.0 , 

127.0 , 4423.58974359 , 4610.25641026 , 4466.15384615 , 4207.69230769 , 4573.84615385 , 4578.97435897 , 4551.28205128 , 4289.74358974 , 4021.02564103 , 3868.71794872 , 4240.0 , 4197.43589744 , 4500.51282051 , 4494.87179487 , 1721.0 , 1692.0 , 9.96 , 0.0 , 0.0 , 0.0 , 0.0 , 

128.0 , 4422.56410256 , 4608.71794872 , 4464.61538462 , 4207.69230769 , 4576.41025641 , 4579.48717949 , 4552.30769231 , 4287.69230769 , 4021.02564103 , 3868.71794872 , 4240.0 , 4198.46153846 , 4494.35897436 , 4495.8974359 , 1719.0 , 1692.0 , 9.968 , 0.0 , 0.0 , 0.0 , 0.0 , 

0.0 , 4424.1025641 , 4610.25641026 , 4465.12820513 , 4206.66666667 , 4575.38461538 , 4580.0 , 4551.79487179 , 4286.15384615 , 4019.48717949 , 3867.17948718 , 4241.02564103 , 4200.0 , 4491.79487179 , 4494.87179487 , 1721.0 , 1693.0 , 9.976 , 0.0 , 0.0 , 0.0 , 0.0 , 

1.0 , 4423.58974359 , 4608.71794872 , 4465.64102564 , 4207.69230769 , 4574.35897436 , 4578.97435897 , 4551.28205128 , 4284.1025641 , 4016.92307692 , 3866.66666667 , 4239.48717949 , 4195.38461538 , 4492.30769231 , 4494.35897436 , 1719.0 , 1692.0 , 9.984 , 0.0 , 0.0 , 0.0 , 0.0 , 

2.0 , 4421.53846154 , 4608.20512821 , 4465.12820513 , 4208.20512821 , 4574.87179487 , 4577.94871795 , 4552.82051282 , 4277.94871795 , 4015.38461538 , 3866.66666667 , 4238.97435897 , 4191.79487179 , 4489.74358974 , 4494.35897436 , 1720.0 , 1693.0 , 9.992 , 0.0 , 0.0 , 0.0 , 0.0 , 

3.0 , 4421.53846154 , 4614.35897436 , 4465.12820513 , 4208.20512821 , 4573.84615385 , 4577.94871795 , 4552.82051282 , 4277.43589744 , 4015.38461538 , 3864.61538462 , 4240.0 , 4194.35897436 , 4488.71794872 , 4492.30769231 , 1720.0 , 1692.0 , 10.0 , 0.0 , 0.0 , 0.0 , 0.0 , 

4.0 , 4422.05128205 , 4613.84615385 , 4465.12820513 , 4208.71794872 , 4572.30769231 , 4577.94871795 , 4552.30769231 , 4276.41025641 , 4011.28205128 , 3861.53846154 , 4235.8974359 , 4190.76923077 , 4488.20512821 , 4490.76923077 , 1719.0 , 1693.0 , 10.008 , 0.0 , 0.0 , 0.0 , 0.0 , 

5.0 , 4421.02564103 , 4606.15384615 , 4465.12820513 , 4206.15384615 , 4571.79487179 , 4580.0 , 4553.33333333 , 4276.41025641 , 4010.25641026 , 3864.1025641 , 4235.38461538 , 4186.66666667 , 4490.25641026 , 4493.84615385 , 1721.0 , 1693.0 , 10.015 , 0.0 , 0.0 , 0.0 , 0.0 , 

6.0 , 4418.97435897 , 4609.23076923 , 4464.61538462 , 4205.12820513 , 4572.30769231 , 4582.56410256 , 4554.87179487 , 4277.94871795 , 4013.84615385 , 3867.69230769 , 4238.46153846 , 4190.76923077 , 4492.30769231 , 4494.87179487 , 1719.0 , 1692.0 , 10.023 , 0.0 , 0.0 , 0.0 , 0.0 , 

7.0 , 4420.51282051 , 4613.84615385 , 4465.12820513 , 4209.23076923 , 4573.33333333 , 4581.02564103 , 4552.82051282 , 4283.07692308 , 4018.97435897 , 3868.71794872 , 4242.05128205 , 4197.43589744 , 4492.30769231 , 4494.87179487 , 1720.0 , 1692.0 , 10.044 , 0.0 , 0.0 , 0.0 , 0.0 , 

8.0 , 4422.56410256 , 4611.79487179 , 4464.1025641 , 4209.23076923 , 4574.87179487 , 4579.48717949 , 4550.76923077 , 4283.07692308 , 4018.46153846 , 3867.17948718 , 4244.1025641 , 4194.87179487 , 4490.25641026 , 4495.8974359 , 1720.0 , 1693.0 , 10.045 , 0.0 , 0.0 , 0.0 , 0.0 , 

9.0 , 4422.05128205 , 4611.28205128 , 4465.64102564 , 4206.66666667 , 4575.8974359 , 4580.51282051 , 4552.82051282 , 4286.66666667 , 4021.53846154 , 3869.74358974 , 4247.17948718 , 4197.43589744 , 4495.38461538 , 4498.46153846 , 1721.0 , 1693.0 , 10.049 , 0.0 , 0.0 , 0.0 , 0.0 , 

10.0 , 4422.05128205 , 4612.82051282 , 4466.66666667 , 4207.69230769 , 4575.8974359 , 4581.53846154 , 4553.84615385 , 4288.71794872 , 4021.02564103 , 3867.69230769 , 4242.56410256 , 4197.94871795 , 4498.46153846 , 4496.41025641 , 1720.0 , 1692.0 , 10.054 , 0.0 , 0.0 , 0.0 , 0.0 , 

11.0 , 4424.1025641 , 4611.28205128 , 4469.23076923 , 4209.74358974 , 4574.35897436 , 4579.48717949 , 4552.30769231 , 4292.82051282 , 4024.61538462 , 3869.74358974 , 4245.12820513 , 4201.02564103 , 4501.02564103 , 4497.94871795 , 1720.0 , 1692.0 , 10.062 , 0.0 , 0.0 , 0.0 , 0.0 , 

12.0 , 4421.02564103 , 4611.79487179 , 4468.71794872 , 4207.17948718 , 4572.30769231 , 4577.94871795 , 4553.33333333 , 4291.79487179 , 4024.61538462 , 3871.79487179 , 4250.25641026 , 4200.0 , 4501.02564103 , 4499.48717949 , 1719.0 , 1693.0 , 10.07 , 0.0 , 0.0 , 0.0 , 0.0 , 

13.0 , 4419.48717949 , 4612.82051282 , 4467.17948718 , 4206.66666667 , 4573.33333333 , 4578.46153846 , 4555.38461538 , 4291.79487179 , 4022.56410256 , 3871.79487179 , 4248.20512821 , 4199.48717949 , 4501.53846154 , 4498.46153846 , 1720.0 , 1692.0 , 10.078 , 0.0 , 0.0 , 0.0 , 0.0 , 

14.0 , 4423.07692308 , 4612.30769231 , 4466.15384615 , 4208.71794872 , 4574.35897436 , 4580.0 , 4554.35897436 , 4291.79487179 , 4018.46153846 , 3868.71794872 , 4241.02564103 , 4196.41025641 , 4498.97435897 , 4495.38461538 , 1720.0 , 1693.0 , 10.086 , 0.0 , 0.0 , 0.0 , 0.0 , 

15.0 , 4423.07692308 , 4612.30769231 , 4464.61538462 , 4207.69230769 , 4575.38461538 , 4579.48717949 , 4553.33333333 , 4286.66666667 , 4016.92307692 , 3866.66666667 , 4240.51282051 , 4193.33333333 , 4495.8974359 , 4494.87179487 , 1720.0 , 1693.0 , 10.094 , 0.0 , 0.0 , 0.0 , 0.0 , 

16.0 , 4420.51282051 , 4611.79487179 , 4463.07692308 , 4207.17948718 , 4576.41025641 , 4578.46153846 , 4552.30769231 , 4283.07692308 , 4016.41025641 , 3866.15384615 , 4244.1025641 , 4193.33333333 , 4496.41025641 , 4495.8974359 , 1719.0 , 1693.0 , 10.101 , 0.0 , 0.0 , 0.0 , 0.0 , 

17.0 , 4421.02564103 , 4611.28205128 , 4466.66666667 , 4208.20512821 , 4574.87179487 , 4579.48717949 , 4550.25641026 , 4284.1025641 , 4016.92307692 , 3867.69230769 , 4241.02564103 , 4194.35897436 , 4496.41025641 , 4494.35897436 , 1720.0 , 1693.0 , 10.109 , 0.0 , 0.0 , 0.0 , 0.0 , 

18.0 , 4423.07692308 , 4611.79487179 , 4467.17948718 , 4208.20512821 , 4573.84615385 , 4580.0 , 4551.79487179 , 4284.1025641 , 4017.43589744 , 3867.17948718 , 4237.43589744 , 4194.87179487 , 4493.33333333 , 4492.82051282 , 1719.0 , 1693.0 , 10.117 , 0.0 , 0.0 , 0.0 , 0.0 , 

19.0 , 4422.56410256 , 4611.79487179 , 4462.56410256 , 4206.66666667 , 4573.33333333 , 4577.43589744 , 4554.35897436 , 4277.94871795 , 4011.28205128 , 3862.05128205 , 4237.94871795 , 4191.79487179 , 4488.20512821 , 4491.79487179 , 1720.0 , 1693.0 , 10.125 , 0.0 , 0.0 , 0.0 , 0.0 , 

20.0 , 4420.51282051 , 4611.79487179 , 4463.07692308 , 4206.15384615 , 4573.33333333 , 4576.92307692 , 4553.33333333 , 4274.35897436 , 4008.71794872 , 3862.05128205 , 4239.48717949 , 4192.30769231 , 4488.20512821 , 4490.76923077 , 1719.0 , 1692.0 , 10.132 , 0.0 , 0.0 , 0.0 , 0.0 , 

21.0 , 4420.0 , 4611.28205128 , 4466.15384615 , 4207.17948718 , 4574.35897436 , 4580.0 , 4551.79487179 , 4274.87179487 , 4012.30769231 , 3865.64102564 , 4235.8974359 , 4192.30769231 , 4491.79487179 , 4490.25641026 , 1720.0 , 1694.0 , 10.14 , 0.0 , 0.0 , 0.0 , 0.0 , 

22.0 , 4420.0 , 4611.79487179 , 4466.66666667 , 4207.69230769 , 4573.33333333 , 4581.02564103 , 4551.79487179 , 4277.43589744 , 4015.38461538 , 3866.66666667 , 4236.41025641 , 4193.84615385 , 4493.84615385 , 4493.33333333 , 1720.0 , 1692.0 , 10.147 , 0.0 , 0.0 , 0.0 , 0.0 , 

23.0 , 4419.48717949 , 4611.79487179 , 4466.15384615 , 4208.20512821 , 4573.33333333 , 4577.43589744 , 4552.30769231 , 4278.97435897 , 4014.87179487 , 3866.66666667 , 4240.0 , 4195.38461538 , 4492.82051282 , 4494.87179487 , 1719.0 , 1693.0 , 10.155 , 0.0 , 0.0 , 0.0 , 0.0 , 

24.0 , 4418.97435897 , 4612.30769231 , 4466.66666667 , 4207.69230769 , 4574.87179487 , 4575.8974359 , 4553.84615385 , 4285.64102564 , 4017.43589744 , 3868.71794872 , 4242.56410256 , 4196.92307692 , 4495.8974359 , 4496.92307692 , 1720.0 , 1693.0 , 10.163 , 0.0 , 0.0 , 0.0 , 0.0 , 

25.0 , 4420.0 , 4614.35897436 , 4466.66666667 , 4205.64102564 , 4575.8974359 , 4579.48717949 , 4554.35897436 , 4286.15384615 , 4016.92307692 , 3867.17948718 , 4241.53846154 , 4195.38461538 , 4495.8974359 , 4496.41025641 , 1720.0 , 1692.0 , 10.171 , 0.0 , 0.0 , 0.0 , 0.0 , 

26.0 , 4421.02564103 , 4614.35897436 , 4468.20512821 , 4207.69230769 , 4572.82051282 , 4579.48717949 , 4552.82051282 , 4289.23076923 , 4022.56410256 , 3869.74358974 , 4245.12820513 , 4202.56410256 , 4498.97435897 , 4498.46153846 , 1720.0 , 1692.0 , 10.179 , 0.0 , 0.0 , 0.0 , 0.0 , 

27.0 , 4421.53846154 , 4609.74358974 , 4466.66666667 , 4211.79487179 , 4570.76923077 , 4576.41025641 , 4552.30769231 , 4289.23076923 , 4022.56410256 , 3868.20512821 , 4245.64102564 , 4203.07692308 , 4500.51282051 , 4497.94871795 , 1720.0 , 1693.0 , 10.186 , 0.0 , 0.0 , 0.0 , 0.0 , 

28.0 , 4423.07692308 , 4606.66666667 , 4466.66666667 , 4211.79487179 , 4572.82051282 , 4575.8974359 , 4552.82051282 , 4294.35897436 , 4025.64102564 , 3868.71794872 , 4247.69230769 , 4200.51282051 , 4501.02564103 , 4501.02564103 , 1721.0 , 1693.0 , 10.195 , 0.0 , 0.0 , 0.0 , 0.0 , 

29.0 , 4422.05128205 , 4610.25641026 , 4467.17948718 , 4209.74358974 , 4575.8974359 , 4579.48717949 , 4553.33333333 , 4296.41025641 , 4025.12820513 , 3869.74358974 , 4248.20512821 , 4199.48717949 , 4500.0 , 4503.07692308 , 1719.0 , 1693.0 , 10.203 , 0.0 , 0.0 , 0.0 , 0.0 , 

30.0 , 4420.51282051 , 4611.28205128 , 4467.17948718 , 4209.23076923 , 4574.87179487 , 4580.0 , 4553.84615385 , 4293.33333333 , 4022.05128205 , 3870.25641026 , 4247.17948718 , 4200.51282051 , 4500.51282051 , 4502.05128205 , 1721.0 , 1692.0 , 10.212 , 0.0 , 0.0 , 0.0 , 0.0 , 

31.0 , 4423.07692308 , 4611.28205128 , 4467.17948718 , 4209.23076923 , 4573.84615385 , 4577.43589744 , 4552.82051282 , 4289.23076923 , 4018.97435897 , 3869.23076923 , 4244.1025641 , 4198.97435897 , 4498.46153846 , 4498.46153846 , 1720.0 , 1692.0 , 10.221 , 0.0 , 0.0 , 0.0 , 0.0 , 

32.0 , 4425.12820513 , 4611.28205128 , 4467.17948718 , 4209.23076923 , 4574.35897436 , 4578.46153846 , 4551.28205128 , 4286.15384615 , 4017.94871795 , 3867.69230769 , 4245.12820513 , 4200.0 , 4496.41025641 , 4495.38461538 , 1720.0 , 1694.0 , 10.227 , 0.0 , 0.0 , 0.0 , 0.0 , 

33.0 , 4423.58974359 , 4612.82051282 , 4466.15384615 , 4208.71794872 , 4573.33333333 , 4580.0 , 4551.79487179 , 4286.15384615 , 4018.46153846 , 3868.20512821 , 4244.61538462 , 4200.51282051 , 4496.92307692 , 4494.35897436 , 1720.0 , 1692.0 , 10.235 , 0.0 , 0.0 , 0.0 , 0.0 , 

34.0 , 4422.56410256 , 4611.79487179 , 4466.15384615 , 4208.20512821 , 4573.84615385 , 4578.97435897 , 4552.30769231 , 4283.58974359 , 4016.92307692 , 3869.23076923 , 4238.97435897 , 4195.8974359 , 4494.35897436 , 4494.35897436 , 1720.0 , 1693.0 , 10.243 , 0.0 , 0.0 , 0.0 , 0.0 , 

35.0 , 4422.56410256 , 4609.23076923 , 4466.15384615 , 4209.74358974 , 4574.87179487 , 4580.51282051 , 4550.76923077 , 4281.53846154 , 4013.84615385 , 3867.17948718 , 4238.46153846 , 4193.33333333 , 4491.28205128 , 4495.38461538 , 1720.0 , 1692.0 , 10.251 , 0.0 , 0.0 , 0.0 , 0.0 , 

36.0 , 4420.51282051 , 4610.25641026 , 4464.1025641 , 4210.25641026 , 4573.33333333 , 4582.05128205 , 4551.79487179 , 4279.48717949 , 4010.25641026 , 3864.61538462 , 4239.48717949 , 4191.79487179 , 4488.71794872 , 4490.76923077 , 1719.0 , 1692.0 , 10.259 , 0.0 , 0.0 , 0.0 , 0.0 , 

37.0 , 4420.0 , 4611.28205128 , 4464.1025641 , 4208.20512821 , 4572.82051282 , 4578.46153846 , 4553.84615385 , 4278.97435897 , 4012.82051282 , 3866.15384615 , 4237.43589744 , 4190.76923077 , 4488.71794872 , 4487.69230769 , 1720.0 , 1693.0 , 10.267 , 0.0 , 0.0 , 0.0 , 0.0 , 

38.0 , 4423.07692308 , 4610.25641026 , 4465.64102564 , 4208.71794872 , 4574.35897436 , 4578.46153846 , 4553.33333333 , 4277.94871795 , 4013.84615385 , 3866.66666667 , 4237.43589744 , 4193.84615385 , 4492.82051282 , 4492.82051282 , 1720.0 , 1692.0 , 10.274 , 0.0 , 0.0 , 0.0 , 0.0 , 

39.0 , 4422.56410256 , 4610.25641026 , 4467.69230769 , 4210.76923077 , 4574.87179487 , 4580.51282051 , 4551.79487179 , 4282.05128205 , 4016.92307692 , 3865.64102564 , 4242.05128205 , 4198.46153846 , 4494.87179487 , 4496.41025641 , 1720.0 , 1693.0 , 10.282 , 0.0 , 0.0 , 0.0 , 0.0 , 

40.0 , 4418.46153846 , 4611.28205128 , 4466.66666667 , 4210.76923077 , 4572.30769231 , 4579.48717949 , 4551.28205128 , 4282.05128205 , 4018.97435897 , 3866.15384615 , 4242.05128205 , 4194.35897436 , 4490.25641026 , 4493.33333333 , 1719.0 , 1693.0 , 10.29 , 0.0 , 0.0 , 0.0 , 0.0 , 

41.0 , 4420.0 , 4609.74358974 , 4466.15384615 , 4208.71794872 , 4573.84615385 , 4578.97435897 , 4552.82051282 , 4286.15384615 , 4022.05128205 , 3869.74358974 , 4244.61538462 , 4196.41025641 , 4494.35897436 , 4496.92307692 , 1721.0 , 1693.0 , 10.297 , 0.0 , 0.0 , 0.0 , 0.0 , 

42.0 , 4423.58974359 , 4609.23076923 , 4467.17948718 , 4207.17948718 , 4575.8974359 , 4582.05128205 , 4553.84615385 , 4287.17948718 , 4020.0 , 3868.71794872 , 4243.58974359 , 4197.94871795 , 4495.38461538 , 4498.46153846 , 1720.0 , 1692.0 , 10.305 , 0.0 , 0.0 , 0.0 , 0.0 , 

43.0 , 4423.58974359 , 4612.82051282 , 4469.74358974 , 4208.71794872 , 4574.87179487 , 4582.05128205 , 4552.30769231 , 4290.25641026 , 4025.64102564 , 3870.76923077 , 4243.07692308 , 4200.51282051 , 4496.41025641 , 4498.46153846 , 1720.0 , 1693.0 , 10.312 , 0.0 , 0.0 , 0.0 , 0.0 , 

44.0 , 4420.51282051 , 4613.33333333 , 4466.66666667 , 4209.23076923 , 4574.35897436 , 4578.97435897 , 4552.30769231 , 4291.79487179 , 4024.61538462 , 3871.79487179 , 4244.61538462 , 4200.0 , 4498.97435897 , 4497.94871795 , 1720.0 , 1692.0 , 10.32 , 0.0 , 0.0 , 0.0 , 0.0 , 

45.0 , 4420.51282051 , 4609.74358974 , 4465.12820513 , 4207.69230769 , 4574.87179487 , 4577.43589744 , 4555.38461538 , 4293.84615385 , 4024.61538462 , 3871.28205128 , 4247.17948718 , 4202.05128205 , 4501.02564103 , 4499.48717949 , 1719.0 , 1693.0 , 10.328 , 0.0 , 0.0 , 0.0 , 0.0 , 

46.0 , 4422.56410256 , 4608.20512821 , 4465.64102564 , 4208.71794872 , 4574.35897436 , 4580.0 , 4555.8974359 , 4290.76923077 , 4023.07692308 , 3866.66666667 , 4243.07692308 , 4197.43589744 , 4497.94871795 , 4499.48717949 , 1720.0 , 1692.0 , 10.336 , 0.0 , 0.0 , 0.0 , 0.0 , 

47.0 , 4423.07692308 , 4610.25641026 , 4465.64102564 , 4209.74358974 , 4574.35897436 , 4581.53846154 , 4552.82051282 , 4285.12820513 , 4017.94871795 , 3866.15384615 , 4239.48717949 , 4195.38461538 , 4498.46153846 , 4496.92307692 , 1720.0 , 1692.0 , 10.344 , 0.0 , 0.0 , 0.0 , 0.0 , 

48.0 , 4421.53846154 , 4610.25641026 , 4465.12820513 , 4208.20512821 , 4574.35897436 , 4579.48717949 , 4551.79487179 , 4283.58974359 , 4019.48717949 , 3868.71794872 , 4240.51282051 , 4200.0 , 4500.51282051 , 4495.38461538 , 1721.0 , 1692.0 , 10.353 , 0.0 , 0.0 , 0.0 , 0.0 , 

49.0 , 4420.0 , 4609.23076923 , 4465.64102564 , 4206.66666667 , 4574.35897436 , 4578.46153846 , 4553.33333333 , 4285.64102564 , 4021.02564103 , 3867.17948718 , 4240.51282051 , 4198.97435897 , 4496.92307692 , 4496.41025641 , 1719.0 , 1692.0 , 10.361 , 0.0 , 0.0 , 0.0 , 0.0 , 

50.0 , 4420.0 , 4611.79487179 , 4465.12820513 , 4207.17948718 , 4574.87179487 , 4580.51282051 , 4553.33333333 , 4287.17948718 , 4017.43589744 , 3865.12820513 , 4240.0 , 4192.82051282 , 4496.41025641 , 4496.92307692 , 1720.0 , 1693.0 , 10.368 , 0.0 , 0.0 , 0.0 , 0.0 , 

51.0 , 4420.0 , 4612.30769231 , 4464.61538462 , 4207.17948718 , 4575.38461538 , 4580.0 , 4552.82051282 , 4281.02564103 , 4013.84615385 , 3865.64102564 , 4240.0 , 4190.76923077 , 4494.35897436 , 4491.28205128 , 1720.0 , 1693.0 , 10.376 , 0.0 , 0.0 , 0.0 , 0.0 , 

52.0 , 4421.53846154 , 4611.79487179 , 4465.64102564 , 4208.20512821 , 4574.87179487 , 4578.46153846 , 4553.33333333 , 4275.8974359 , 4011.79487179 , 3865.64102564 , 4241.02564103 , 4193.84615385 , 4489.23076923 , 4488.20512821 , 1720.0 , 1693.0 , 10.384 , 0.0 , 0.0 , 0.0 , 0.0 , 

53.0 , 4422.56410256 , 4612.30769231 , 4465.12820513 , 4208.71794872 , 4572.82051282 , 4579.48717949 , 4553.84615385 , 4276.41025641 , 4009.74358974 , 3864.61538462 , 4239.48717949 , 4193.33333333 , 4487.17948718 , 4488.71794872 , 1720.0 , 1692.0 , 10.392 , 0.0 , 0.0 , 0.0 , 0.0 , 

54.0 , 4421.53846154 , 4609.74358974 , 4463.58974359 , 4208.71794872 , 4573.33333333 , 4580.0 , 4552.82051282 , 4278.97435897 , 4014.87179487 , 3867.17948718 , 4238.46153846 , 4191.79487179 , 4491.28205128 , 4490.76923077 , 1720.0 , 1693.0 , 10.4 , 0.0 , 0.0 , 0.0 , 0.0 , 

55.0 , 4420.0 , 4609.23076923 , 4464.1025641 , 4207.69230769 , 4575.8974359 , 4579.48717949 , 4552.30769231 , 4276.92307692 , 4018.46153846 , 3868.20512821 , 4241.53846154 , 4191.28205128 , 4494.87179487 , 4493.33333333 , 1721.0 , 1692.0 , 10.407 , 0.0 , 0.0 , 0.0 , 0.0 , 

56.0 , 4420.51282051 , 4612.30769231 , 4466.66666667 , 4207.17948718 , 4574.35897436 , 4578.97435897 , 4552.82051282 , 4283.07692308 , 4020.0 , 3868.20512821 , 4246.15384615 , 4196.92307692 , 4496.92307692 , 4495.8974359 , 1719.0 , 1693.0 , 10.415 , 0.0 , 0.0 , 0.0 , 0.0 , 

57.0 , 4420.51282051 , 4611.79487179 , 4467.17948718 , 4207.69230769 , 4573.33333333 , 4578.97435897 , 4552.30769231 , 4285.64102564 , 4018.46153846 , 3865.64102564 , 4241.53846154 , 4195.8974359 , 4494.35897436 , 4493.33333333 , 1721.0 , 1693.0 , 10.423 , 0.0 , 0.0 , 0.0 , 0.0 , 

58.0 , 4421.53846154 , 4610.25641026 , 4468.20512821 , 4207.17948718 , 4575.38461538 , 4580.0 , 4551.79487179 , 4289.23076923 , 4023.58974359 , 3868.71794872 , 4242.56410256 , 4197.43589744 , 4497.94871795 , 4495.8974359 , 1720.0 , 1692.0 , 10.431 , 0.0 , 0.0 , 0.0 , 0.0 , 

59.0 , 4422.56410256 , 4613.33333333 , 4467.69230769 , 4206.66666667 , 4577.43589744 , 4581.02564103 , 4552.30769231 , 4290.76923077 , 4022.05128205 , 3869.74358974 , 4241.02564103 , 4198.46153846 , 4498.97435897 , 4498.97435897 , 1720.0 , 1693.0 , 10.439 , 0.0 , 0.0 , 0.0 , 0.0 , 

60.0 , 4420.51282051 , 4613.33333333 , 4469.23076923 , 4208.20512821 , 4573.33333333 , 4580.0 , 4552.82051282 , 4295.8974359 , 4026.15384615 , 3872.30769231 , 4245.12820513 , 4201.02564103 , 4503.07692308 , 4501.53846154 , 1720.0 , 1692.0 , 10.446 , 0.0 , 0.0 , 0.0 , 0.0 , 

61.0 , 4420.0 , 4611.79487179 , 4467.69230769 , 4207.69230769 , 4571.79487179 , 4579.48717949 , 4553.84615385 , 4294.35897436 , 4025.64102564 , 3873.84615385 , 4246.66666667 , 4200.51282051 , 4502.56410256 , 4500.51282051 , 1720.0 , 1693.0 , 10.454 , 0.0 , 0.0 , 0.0 , 0.0 , 

62.0 , 4424.1025641 , 4612.82051282 , 4463.58974359 , 4206.66666667 , 4574.87179487 , 4581.02564103 , 4554.87179487 , 4292.30769231 , 4022.05128205 , 3873.33333333 , 4243.58974359 , 4201.53846154 , 4500.0 , 4500.51282051 , 1720.0 , 1692.0 , 10.462 , 0.0 , 0.0 , 0.0 , 0.0 , 

63.0 , 4422.56410256 , 4613.84615385 , 4462.05128205 , 4207.69230769 , 4575.38461538 , 4580.51282051 , 4552.82051282 , 4291.79487179 , 4020.0 , 3868.71794872 , 4240.0 , 4199.48717949 , 4498.97435897 , 4498.97435897 , 1720.0 , 1693.0 , 10.47 , 0.0 , 0.0 , 0.0 , 0.0 , 

64.0 , 4418.46153846 , 4609.74358974 , 4464.61538462 , 4207.17948718 , 4573.84615385 , 4576.41025641 , 4551.79487179 , 4288.20512821 , 4020.51282051 , 3865.64102564 , 4241.02564103 , 4197.94871795 , 4496.92307692 , 4496.41025641 , 1720.0 , 1692.0 , 10.478 , 0.0 , 0.0 , 0.0 , 0.0 , 

